book_id	word	TF_title_val
283	agnes	0.35355339059327373
283	omen	0.35355339059327373
283	good	0.35355339059327373
283	nice	0.35355339059327373
283	nutter	0.35355339059327373
283	accurate	0.35355339059327373
283	prophecy	0.35355339059327373
283	witch	0.35355339059327373
282	coraline	1.0
43	eyre	0.7071067811865475
43	jane	0.7071067811865475
8	rye	0.7071067811865475
8	catcher	0.7071067811865475
289	watership	1.0
561	tollbooth	0.7071067811865475
561	phantom	0.7071067811865475
89	princess	0.7071067811865475
89	bride	0.7071067811865475
371	stranger	0.5773502691896258
371	strange	0.5773502691896258
371	land	0.5773502691896258
633	trooper	0.7071067811865475
633	starship	0.7071067811865475
1179	harsh	0.5773502691896258
1179	moon	0.5773502691896258
1179	mistress	0.5773502691896258
492	dead	0.7071067811865475
492	speaker	0.7071067811865475
760	enders	0.7071067811865475
760	shadow	0.7071067811865475
838	xenocide	1.0
1213	child	0.7071067811865475
1213	mind	0.7071067811865475
474	god	0.7071067811865475
474	delusion	0.7071067811865475
1368	small	0.7071067811865475
1368	god	0.7071067811865475
429	magic	0.7071067811865475
429	colour	0.7071067811865475
894	guard	1.0
1342	watch	0.7071067811865475
1342	night	0.7071067811865475
1337	postal	0.7071067811865475
1337	going	0.7071067811865475
1343	fantastic	0.7071067811865475
1343	light	0.7071067811865475
755	mort	1.0
1089	equal	0.7071067811865475
1089	rite	0.7071067811865475
168	stand	1.0
72	shining	1.0
243	misery	1.0
305	sematary	0.7071067811865475
305	pet	0.7071067811865475
349	lot	0.7071067811865475
349	salem	0.7071067811865475
691	memoir	0.5773502691896258
691	writing	0.5773502691896258
691	craft	0.5773502691896258
1261	dragon	0.7071067811865475
1261	eye	0.7071067811865475
1248	talisman	1.0
915	insomnia	1.0
609	cell	1.0
191	watchman	1.0
196	fight	0.7071067811865475
196	club	0.7071067811865475
951	survivor	1.0
1389	diary	1.0
854	monster	0.7071067811865475
854	invisible	0.7071067811865475
1236	haunted	0.5773502691896258
1236	novel	0.5773502691896258
1236	story	0.5773502691896258
743	pal	0.3779644730092272
743	lamb	0.3779644730092272
743	christ	0.3779644730092272
743	gospel	0.3779644730092272
743	biff	0.3779644730092272
743	childhood	0.3779644730092272
743	according	0.3779644730092272
1153	job	0.7071067811865475
1153	dirty	0.7071067811865475
130	sea	0.5773502691896258
130	man	0.5773502691896258
130	old	0.5773502691896258
401	arm	0.7071067811865475
401	farewell	0.7071067811865475
395	bell	0.7071067811865475
395	toll	0.7071067811865475
1202	tourist	0.7071067811865475
1202	accidental	0.7071067811865475
637	chronicle	0.7071067811865475
637	martian	0.7071067811865475
1074	siren	0.7071067811865475
1074	titan	0.7071067811865475
350	heart	0.3333333333333333
350	fear	0.3333333333333333
350	journey	0.3333333333333333
350	loathing	0.3333333333333333
350	savage	0.3333333333333333
350	american	0.3333333333333333
350	dream	0.3333333333333333
350	vega	0.3333333333333333
350	la	0.3333333333333333
170	digital	0.7071067811865475
170	fortress	0.7071067811865475
145	deception	0.7071067811865475
145	point	0.7071067811865475
276	foundation	1.0
789	empire	0.7071067811865475
789	foundation	0.7071067811865475
503	2001	0.5773502691896258
503	space	0.5773502691896258
503	odyssey	0.5773502691896258
1019	childhood	0.7071067811865475
1019	end	0.7071067811865475
897	rendezvous	0.7071067811865475
897	rama	0.7071067811865475
95	picture	0.5773502691896258
95	dorian	0.5773502691896258
95	gray	0.5773502691896258
126	dune	1.0
1105		0.5773502691896258
1105	messiah	0.5773502691896258
1105	dune	0.5773502691896258
1262	child	0.7071067811865475
1262	dune	0.7071067811865475
929	legend	0.7071067811865475
929	story	0.7071067811865475
28		0.5773502691896258
28	fly	0.5773502691896258
28	lord	0.5773502691896258
