user_id	word	UA_title_val
951	agnes	1.414213562373095
951	omen	1.414213562373095
951	good	1.414213562373095
951	nice	1.414213562373095
951	nutter	1.414213562373095
951	accurate	1.414213562373095
951	prophecy	1.414213562373095
951	witch	6.0898192903210555
951	coraline	4.0
951	smoke	1.3416407864998738
951	illusion	1.3416407864998738
951	fiction	1.3416407864998738
951	short	1.3416407864998738
951	mirror	1.3416407864998738
951	eyre	3.5355339059327373
951	jane	3.5355339059327373
951	policeman	3.5355339059327373
951	third	3.5355339059327373
951	cryptonomicon	5.0
951	thing	5.844934982691241
951	book	2.3094010767585034
951	lost	5.844934982691241
951	jim	2.1213203435596424
951	lucky	2.1213203435596424
951	quicksilver	5.0
951	confusion	3.0
951	age	3.5355339059327373
951	diamond	3.5355339059327373
951	throne	3.5355339059327373
951	game	6.363961030678928
951	sword	3.5355339059327373
951	storm	3.5355339059327373
951	king	9.250712376627057
951	clash	3.5355339059327373
951	crow	2.82842712474619
951	feast	2.82842712474619
951		40.246964544422
951	matter	5.0
951	city	2.886751345948129
951	two	5.008071689507771
951	tale	10.699594681699972
951	expectation	3.5355339059327373
951	great	5.844934982691241
951	twist	2.1213203435596424
951	oliver	2.1213203435596424
951	copperfield	3.5355339059327373
951	david	3.5355339059327373
951	angel	0.5773502691896258
951	demon	3.0773502691896257
951	height	3.5355339059327373
951	wuthering	3.5355339059327373
951	men	4.519744507803582
951	mouse	2.886751345948129
951	fairy	2.5
951	animal	2.5
951	farm	2.5
951	story	8.922285251880867
951	emma	4.0
951	montecristo	1.5
951	de	4.386751345948129
951	le	1.5
951	comte	1.5
951	hobbit	3.5355339059327373
951	back	3.5355339059327373
951	wrath	2.82842712474619
951	grape	2.82842712474619
951	fahrenheit	3.5355339059327373
951	451	3.5355339059327373
951	ring	2.886751345948129
951	fellowship	2.886751345948129
951	adventure	7.118802153517007
951	sawyer	1.7320508075688776
951	tom	2.548547388496604
951	sea	2.886751345948129
951	man	9.250712376627057
951	old	2.886751345948129
951	dutydance	2.041241452319315
951	crusade	2.041241452319315
951	childrens	2.041241452319315
951	death	2.041241452319315
951	slaughterhousefive	2.041241452319315
951	catch22	5.0
951	tower	2.1213203435596424
951	return	2.82842712474619
951	moby	2.886751345948129
951	dick	2.886751345948129
951	whale	2.886751345948129
951	wardrobe	2.886751345948129
951	lion	2.886751345948129
951	web	3.5355339059327373
951	charlotte	3.5355339059327373
951	darkness	3.5355339059327373
951	heart	3.5355339059327373
951	gulliver	3.5355339059327373
951	travel	3.5355339059327373
951	chronicle	7.071067811865475
951	narnia	3.5355339059327373
951	watership	5.0
951	peace	2.82842712474619
951	separate	2.82842712474619
951	ltranger	4.0
951	bell	2.1213203435596424
951	jar	2.1213203435596424
951	wrinkle	3.5355339059327373
951	time	8.152815412678759
951	lowly	0.8164965809277261
951	among	0.8164965809277261
951	life	11.666336923050455
951	uncle	0.8164965809277261
951	cabin	0.8164965809277261
951	siddhartha	3.0
951	flew	2.5
951	cuckoo	2.5
951	one	2.5
951	nest	2.5
951	fountainhead	4.0
951	outsider	5.0
951	wonderful	1.7320508075688776
951	wizard	5.2675847135016145
951	oz	4.5604779323150675
951	shrugged	1.414213562373095
951	atlas	1.414213562373095
951	without	2.23606797749979
951	fair	2.23606797749979
951	hero	2.23606797749979
951	vanity	2.23606797749979
951	novel	2.23606797749979
951	pauper	2.1213203435596424
951	prince	2.1213203435596424
951	awakening	4.0
951	pan	3.5355339059327373
951	peter	3.5355339059327373
951	orange	3.5355339059327373
951	clockwork	3.5355339059327373
951	die	9.739720668501196
951	verwandlung	5.771601883432528
951	handmaid	3.5355339059327373
951	poem	4.927992798267445
951	drawing	2.041241452319315
951	shel	2.041241452319315
951	end	4.350642529077819
951	sidewalk	2.041241452319315
951	silverstein	2.041241452319315
951	factory	2.886751345948129
951	chocolate	2.886751345948129
951	charlie	2.886751345948129
951	poe	2.23606797749979
951	complete	2.23606797749979
951	edgar	2.23606797749979
951	allan	2.23606797749979
951	nichts	1.5
951	westen	1.5
951	im	1.5
951	neues	1.5
951	giving	2.1213203435596424
951	tree	2.1213203435596424
951	jos	1.6329931618554523
951	plumfield	1.6329931618554523
951	boy	1.6329931618554523
951	little	7.477928144546693
951	green	2.886751345948129
951	egg	2.886751345948129
951	ham	2.886751345948129
951	fury	3.5355339059327373
951	sound	3.5355339059327373
951	wild	3.5355339059327373
951	paradise	3.5355339059327373
951	wood	2.886751345948129
951	walden	2.886751345948129
951	kinder	2.23606797749979
951	und	4.47213595499958
951	hausmrchen	2.23606797749979
951	brder	2.23606797749979
951	grimm	2.23606797749979
951	sherlock	2.886751345948129
951	holmes	2.886751345948129
951	el	1.889822365046136
951	tiempos	1.889822365046136
951	amor	1.889822365046136
951	clera	1.889822365046136
951	en	1.889822365046136
951	del	1.889822365046136
951	los	1.889822365046136
951	dune	10.585421958697397
951	jungle	3.0
951	hard	2.82842712474619
951	lover	7.190234444311989
951	lady	1.1547005383792517
951	chatterleys	1.1547005383792517
951	watching	2.3094010767585034
951	god	6.292528739883944
951	eye	2.3094010767585034
951	glass	3.5355339059327373
951	menagerie	3.5355339059327373
951	named	2.886751345948129
951	desire	2.886751345948129
951	streetcar	2.886751345948129
951	enders	2.82842712474619
951	native	2.3094010767585034
951	son	5.844934982691241
951	dubliner	5.0
951	invisible	2.82842712474619
951	cat	3.5355339059327373
951	hat	3.5355339059327373
951	jude	3.5355339059327373
951	obscure	3.5355339059327373
951	guide	2.3094010767585034
951	galaxy	2.3094010767585034
951	hitchhiker	2.3094010767585034
951	grinch	2.886751345948129
951	stole	2.886751345948129
951	christmas	2.886751345948129
951	der	5.715178470694319
951	proze	2.82842712474619
951	james	2.886751345948129
951	giant	2.886751345948129
951	peach	2.886751345948129
951	place	2.0
951	oh	2.0
951	youll	2.0
951	go	2.5773502691896257
951	martian	3.5355339059327373
951	silmarillion	1.0
951	mythology	3.0
951	ten	2.3094010767585034
951	nigger	2.3094010767585034
951	la	6.363961030678928
951	peste	3.5355339059327373
951	watchman	5.0
951	og	2.886751345948129
951	eventyr	2.886751345948129
951	historier	2.886751345948129
951	come	2.5
951	way	2.5
951	something	2.5
951	wicked	4.2888543819998315
951	lorax	5.0
951	dandelion	3.5355339059327373
951	wine	3.5355339059327373
951	steppenwolf	2.886751345948129
951	erzhlung	2.886751345948129
951	champion	3.5355339059327373
951	breakfast	3.5355339059327373
951	stuart	3.5355339059327373
951	found	2.886751345948129
951	alice	3.464101615137755
951	lookingglass	2.886751345948129
951	hears	3.5355339059327373
951	horton	3.5355339059327373
951	bergerac	2.886751345948129
951	cyrano	2.886751345948129
951	prophet	4.0
951	foundation	6.82842712474619
951	winesburg	2.041241452319315
951	group	2.041241452319315
951	smalltown	2.041241452319315
951	ohio	2.041241452319315
951	calais	2.3094010767585034
951	murder	2.3094010767585034
951	coach	2.3094010767585034
951	winniethepooh	5.0
951	il	4.5
951	nome	2.5
951	della	2.5
951	rosa	2.5
951	scarlet	2.82842712474619
951	study	2.82842712474619
951	alf	2.23606797749979
951	walayla	2.23606797749979
951	kitb	2.23606797749979
951	layla	2.23606797749979
951	snow	2.886751345948129
951	kilimanjaro	2.886751345948129
951	lottery	2.5
951	luck	1.7320508075688776
951	joy	1.7320508075688776
951	club	1.7320508075688776
951	neuromancer	5.0
951	seagull	1.7320508075688776
951	livingston	1.7320508075688776
951	jonathan	1.7320508075688776
951	edge	2.82842712474619
951	razor	2.82842712474619
951	android	2.0
951	dream	2.0
951	sheep	2.0
951	electric	2.0
951	garp	2.886751345948129
951	according	2.886751345948129
951	world	2.886751345948129
951	erzhlungen	2.23606797749979
951	andere	2.23606797749979
951	nause	2.82842712474619
951	motorcycle	2.5
951	zen	2.5
951	maintenance	2.5
951	art	2.5
951	planet	2.886751345948129
951	tilting	2.886751345948129
951	swiftly	2.886751345948129
951	attic	3.5355339059327373
951	light	3.5355339059327373
951	falcon	2.82842712474619
951	maltese	2.82842712474619
951	earthsea	3.5355339059327373
951	empire	2.82842712474619
951	margaret	2.82842712474619
951	sleep	3.5355339059327373
951	big	3.5355339059327373
951	door	3.5355339059327373
951	wind	3.5355339059327373
951	tollbooth	3.5355339059327373
951	phantom	3.5355339059327373
951	meany	2.886751345948129
951	owen	2.886751345948129
951	prayer	2.886751345948129
951	american	3.5355339059327373
951	quiet	3.5355339059327373
951	dimension	1.5
951	romance	1.5
951	flatland	1.5
951	many	1.5
951	douglas	2.5
951	frederick	2.5
951	narrative	2.5
951	small	2.3094010767585034
951	creature	2.3094010767585034
951	harsh	1.7320508075688776
951	moon	1.7320508075688776
951	mistress	1.7320508075688776
951	ask	0.5773502691896258
951	crayon	2.3094010767585034
951	purple	2.3094010767585034
951	harold	2.3094010767585034
951	child	2.1213203435596424
951	messiah	2.3094010767585034
951	last	3.5355339059327373
951	unicorn	3.5355339059327373
951	illustrated	3.5355339059327373
951	geschichte	3.9681187850686674
