user_id	author	UA_author_val
951	terrypratchett	2.82842712474619
951	neilgaiman	9.82842712474619
951	charlottebront	3.5355339059327373
951	michaelmason	3.5355339059327373
951	flannobrien	5.0
951	nealstephenson	18.0
951	johnconnolly	4.0
951	kingsleyamis	2.1213203435596424
951	davidlodge	2.1213203435596424
951	georgerrmartin	19.0
951	homer	4.73606797749979
951	robertfagles	4.73606797749979
951	evrieu	2.23606797749979
951	frdricmugler	4.73606797749979
951	bernardknox	4.73606797749979
951	iainmbanks	5.0
951	charlesdickens	17.154336059449744
951	richardmaxwell	2.886751345948129
951	hablotknightbrowne	2.886751345948129
951	georgecruikshank	1.7320508075688776
951	philiphorne	1.7320508075688776
951	jeremytambling	3.5355339059327373
951	danbrown	1.0
951	emilybront	3.5355339059327373
951	richardjdunn	3.5355339059327373
951	johnsteinbeck	9.0
951	georgeorwell	5.0
951	janeausten	2.82842712474619
951	fionastafford	2.82842712474619
951	alexandredumas	2.1213203435596424
951	robinbuss	2.1213203435596424
951	jrrtolkien	17.577350269189626
951	raybradbury	25.0
951	marktwain	3.85337115112852
951	guycardwell	1.7320508075688776
951	johnseelye	1.7320508075688776
951	ernesthemingway	10.0
951	kurtvonnegutjr	15.0
951	josephheller	5.0
951	hermanmelville	2.886751345948129
951	andrewdelbanco	2.886751345948129
951	tomquirk	2.886751345948129
951	cslewis	8.535533905932738
951	ebwhite	6.422285251880867
951	garthwilliams	6.422285251880867
951	rosemarywells	2.886751345948129
951	josephconrad	5.0
951	jonathanswift	3.5355339059327373
951	robertdemariajr	3.5355339059327373
951	paulinebaynes	3.5355339059327373
951	richardadams	5.0
951	johnknowles	4.0
951	albertcamus	6.363961030678928
951	matthewward	2.82842712474619
951	sylviaplath	3.0
951	madeleinelengle	15.0
951	harrietbeecherstowe	2.0
951	hermannhesse	13.15685424949238
951	hildarosner	2.1213203435596424
951	kenkesey	5.0
951	aynrand	4.242640687119285
951	leonardpeikoff	4.242640687119285
951	sehinton	5.0
951	lfrankbaum	6.121320343559642
951	wwdenslow	2.1213203435596424
